comando,texto
anteriorMelodia,Reproduciendo la melodía anterior. Gracias.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
encenderLuces,Las luces han sido encendidas. Procesando.
abrirPuerta,Abriendo puerta principal.
modoSuper,Entrando al modo super. Solicitud recibida.
anteriorMelodia,Volviendo a la pista anterior. Gracias.
modoSuper,Modo super activado. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
modoNormal,Reestableciendo estado normal del sistema.
encenderLuces,Encendiendo luces del hogar. Por favor.
apagarLuces,Desactivando iluminación general. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Iniciando proceso.
anteriorMelodia,Retrocediendo a la melodía previa. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Gracias.
modoSuper,Activando estado de máximo nivel. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía. Gracias.
modoNormal,Reestableciendo estado normal del sistema. Iniciando proceso.
modoSuper,Activando estado de máximo nivel.
abrirPuerta,Abriendo puerta principal. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente.
modoNormal,Modo normal activado. Gracias.
encenderLuces,Las luces han sido encendidas. Procesando.
apagarLuces,Apagando luces del hogar. Por favor.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
modoSuper,Entrando al modo super. Iniciando proceso.
apagarLuces,Las luces han sido apagadas. Solicitud recibida.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
siguienteMelodia,Reproduciendo la siguiente melodía. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas.
abrirPuerta,Abriendo puerta principal. Solicitud recibida.
apagarLuces,Desactivando iluminación general. Ejecutando ahora.
modoNormal,Modo normal activado. Acción confirmada.
modoNormal,Modo normal activado. Solicitud recibida.
apagarLuces,Desactivando iluminación general. Iniciando proceso.
anteriorMelodia,Reproduciendo la melodía anterior. Gracias.
modoNormal,Modo normal activado. Iniciando proceso.
apagarLuces,Desactivando iluminación general. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
modoSuper,Entrando al modo super. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Iniciando proceso.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
anteriorMelodia,Retrocediendo a la melodía previa. Ejecutando ahora.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
modoNormal,Regresando al modo estándar. Ejecutando ahora.
abrirPuerta,Abriendo puerta principal.
apagarLuces,Desactivando iluminación general.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
cerrarPuerta,Iniciando cierre de la puerta.
siguienteMelodia,Avanzando a la siguiente pista musical. Por favor.
abrirPuerta,Accionando mecanismo para abrir la puerta. Por favor.
encenderLuces,Encendiendo luces del hogar. Ejecutando ahora.
encenderLuces,Activando iluminación general. Acción confirmada.
cerrarPuerta,Iniciando cierre de la puerta. Gracias.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
modoSuper,Activando estado de máximo nivel. Gracias.
encenderLuces,Las luces han sido encendidas. Solicitud recibida.
modoSuper,Activando estado de máximo nivel. Gracias.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta. Procesando.
encenderLuces,Activando iluminación general. Procesando.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
abrirPuerta,Abriendo puerta principal. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Iniciando proceso.
modoSuper,Modo super activado. Gracias.
apagarLuces,Apagando luces del hogar. Acción confirmada.
modoSuper,Modo super activado.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Iniciando proceso.
anteriorMelodia,Reproduciendo la melodía anterior. Iniciando proceso.
modoSuper,Modo super activado.
cerrarPuerta,Iniciando cierre de la puerta.
encenderLuces,Activando iluminación general. Por favor.
cerrarPuerta,Iniciando cierre de la puerta. Por favor.
encenderLuces,Activando iluminación general. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente.
siguienteMelodia,Cambiando a la melodía siguiente. Procesando.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
apagarLuces,Apagando luces del hogar. Gracias.
abrirPuerta,Accionando mecanismo para abrir la puerta. Gracias.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
modoNormal,Modo normal activado. Ejecutando ahora.
abrirPuerta,Abriendo puerta principal.
siguienteMelodia,Avanzando a la siguiente pista musical. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior. Por favor.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
modoSuper,Entrando al modo super. Acción confirmada.
abrirPuerta,Iniciando apertura de la puerta.
apagarLuces,Apagando luces del hogar. Ejecutando ahora.
modoNormal,Modo normal activado. Ejecutando ahora.
modoSuper,Entrando al modo super. Por favor.
modoNormal,Regresando al modo estándar.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
modoNormal,Modo normal activado. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Acción confirmada.
apagarLuces,Apagando luces del hogar.
modoNormal,Regresando al modo estándar. Procesando.
modoSuper,Entrando al modo super. Iniciando proceso.
modoSuper,Modo super activado. Procesando.
cerrarPuerta,Iniciando cierre de la puerta. Ejecutando ahora.
encenderLuces,Activando iluminación general. Acción confirmada.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Solicitud recibida.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
modoNormal,Modo normal activado. Solicitud recibida.
modoNormal,Reestableciendo estado normal del sistema. Procesando.
apagarLuces,Desactivando iluminación general. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Acción confirmada.
apagarLuces,Las luces han sido apagadas. Procesando.
anteriorMelodia,Reproduciendo la melodía anterior. Gracias.
modoSuper,Entrando al modo super. Por favor.
cerrarPuerta,Cerrando puerta principal. Procesando.
anteriorMelodia,Reproduciendo la melodía anterior.
siguienteMelodia,Reproduciendo la siguiente melodía. Procesando.
modoNormal,Regresando al modo estándar.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
modoSuper,Activando estado de máximo nivel.
modoNormal,Regresando al modo estándar. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta.
cerrarPuerta,Cerrando puerta principal. Procesando.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
siguienteMelodia,Reproduciendo la siguiente melodía. Solicitud recibida.
anteriorMelodia,Volviendo a la pista anterior.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
cerrarPuerta,Cerrando puerta principal. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Solicitud recibida.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Procesando.
cerrarPuerta,Accionando mecanismo para cerrar la puerta.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
encenderLuces,Encendiendo luces del hogar. Procesando.
cerrarPuerta,Iniciando cierre de la puerta.
modoNormal,Modo normal activado. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
encenderLuces,Encendiendo luces del hogar. Acción confirmada.
abrirPuerta,Abriendo puerta principal. Iniciando proceso.
modoNormal,Regresando al modo estándar. Gracias.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Por favor.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
anteriorMelodia,Reproduciendo la melodía anterior. Procesando.
encenderLuces,Activando iluminación general. Ejecutando ahora.
cerrarPuerta,Cerrando puerta principal. Por favor.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
siguienteMelodia,Cambiando a la melodía siguiente. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
modoNormal,Modo normal activado. Iniciando proceso.
modoSuper,Activando estado de máximo nivel. Por favor.
modoSuper,Modo super activado. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Acción confirmada.
cerrarPuerta,Iniciando cierre de la puerta. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente. Ejecutando ahora.
abrirPuerta,Iniciando apertura de la puerta. Por favor.
encenderLuces,Activando iluminación general. Acción confirmada.
modoNormal,Regresando al modo estándar.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
abrirPuerta,Abriendo puerta principal. Gracias.
abrirPuerta,Iniciando apertura de la puerta. Solicitud recibida.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Acción confirmada.
modoNormal,Modo normal activado. Por favor.
abrirPuerta,Iniciando apertura de la puerta. Por favor.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
apagarLuces,Desactivando iluminación general. Iniciando proceso.
modoNormal,Modo normal activado. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta.
abrirPuerta,Iniciando apertura de la puerta. Acción confirmada.
anteriorMelodia,Volviendo a la pista anterior. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
cerrarPuerta,Iniciando cierre de la puerta. Iniciando proceso.
modoNormal,Reestableciendo estado normal del sistema. Iniciando proceso.
modoSuper,Activando estado de máximo nivel. Por favor.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Iniciando proceso.
abrirPuerta,Accionando mecanismo para abrir la puerta. Por favor.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Solicitud recibida.
encenderLuces,Encendiendo luces del hogar. Procesando.
encenderLuces,Activando iluminación general. Procesando.
anteriorMelodia,Volviendo a la pista anterior. Gracias.
cerrarPuerta,Cerrando puerta principal. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical. Acción confirmada.
siguienteMelodia,Cambiando a la melodía siguiente.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
modoNormal,Reestableciendo estado normal del sistema.
modoNormal,Regresando al modo estándar. Gracias.
modoNormal,Reestableciendo estado normal del sistema. Por favor.
modoNormal,Reestableciendo estado normal del sistema. Por favor.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
apagarLuces,Desactivando iluminación general. Por favor.
siguienteMelodia,Avanzando a la siguiente pista musical.
siguienteMelodia,Reproduciendo la siguiente melodía.
modoNormal,Regresando al modo estándar. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Procesando.
cerrarPuerta,Iniciando cierre de la puerta. Ejecutando ahora.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
encenderLuces,Encendiendo luces del hogar. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Iniciando proceso.
apagarLuces,Apagando luces del hogar. Gracias.
cerrarPuerta,Iniciando cierre de la puerta.
modoNormal,Modo normal activado. Procesando.
modoSuper,Activando estado de máximo nivel. Procesando.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
abrirPuerta,Accionando mecanismo para abrir la puerta. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
anteriorMelodia,Retrocediendo a la melodía previa.
apagarLuces,Las luces han sido apagadas. Gracias.
modoSuper,Modo super activado. Ejecutando ahora.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Gracias.
cerrarPuerta,Cerrando puerta principal. Ejecutando ahora.
apagarLuces,Apagando luces del hogar. Acción confirmada.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Ejecutando ahora.
encenderLuces,Las luces han sido encendidas. Por favor.
cerrarPuerta,Cerrando puerta principal. Solicitud recibida.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
apagarLuces,Las luces han sido apagadas.
apagarLuces,Apagando luces del hogar. Por favor.
apagarLuces,Apagando luces del hogar. Por favor.
encenderLuces,Las luces han sido encendidas. Procesando.
encenderLuces,Las luces han sido encendidas. Iniciando proceso.
encenderLuces,Activando iluminación general. Gracias.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
encenderLuces,Encendiendo luces del hogar. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Solicitud recibida.
abrirPuerta,Abriendo puerta principal. Gracias.
encenderLuces,Las luces han sido encendidas. Ejecutando ahora.
abrirPuerta,Iniciando apertura de la puerta. Por favor.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
abrirPuerta,Iniciando apertura de la puerta. Acción confirmada.
